x0,x1,y
-1.0,-4.0,5
-1.0,-4.125,5
-1.0,-4.25,5
-1.0,-4.375,5
-1.0,-4.5,5
-1.0,-4.625,5
-1.0,-4.75,5
-1.0,-4.875,5
-1.0,-5.0,5
-1.0,-5.125,5
-1.0,-5.25,5
-1.0,-5.375,5
-1.0,-5.5,5
-1.0,-5.625,5
-1.0,-5.75,5
-1.0,-5.875,5
-1.0,-6.0,5
-1.0,-6.125,5
-1.0,-6.25,5
-1.0,-6.375,5
-1.0,-6.5,5
-1.0,-6.625,5
-1.0,-6.75,5
-1.0,-6.875,5
-1.0,-7.0,5
-1.0,-7.125,5
-1.0,-7.25,5
-1.0,-7.375,5
-1.0,-7.5,5
-1.0,-7.625,5
-1.0,-7.75,5
-1.0,-7.875,5
-1.0,-8.0,5
