x0,x1,y
-1.0,-5.0,-0.001
-1.0,-5.125,-0.001
-1.0,-5.25,-0.001
-1.0,-5.375,-0.001
-1.0,-5.5,-0.001
-1.0,-5.625,-0.001
-1.0,-5.75,-0.001
-1.0,-5.875,-0.001
-1.0,-6.0,-0.001
-1.0,-6.125,-0.001
-1.0,-6.25,-0.001
-1.0,-6.375,-0.001
-1.0,-6.5,-0.001
-1.0,-6.625,-0.001
-1.0,-6.75,-0.001
-1.0,-6.875,-0.001
-1.0,-7.0,-0.001
