phi_b0,phi_b1,phi_u,phi_a0,phi_a1,psi0_b0,psi0_b1,psi0_u,psi1_b0,psi1_b1,psi1_u,b0_b0,b0_b1,b0_u,b1_b0,b1_b1,b1_u
0.0,1.0,0.0,0.02,0.98,0.5,0.0,0.5,0.98,0.0,0.02,0.5,0.0,0.5,0.98,0.0,0.02
