b00,b01,u0,b10,b11,u1
0.95,0.00,0.05,0.00,0.8,0.2
0.95,0.00,0.05,0.00,0.825,0.175
0.95,0.00,0.05,0.00,0.85,0.15
0.95,0.00,0.05,0.00,0.875,0.125
0.95,0.00,0.05,0.00,0.9,0.1
