b00,b01,u0,b10,b11,u1
0.95,0.00,0.05,0.00,0.70,0.30
0.95,0.00,0.05,0.00,0.75,0.25
0.95,0.00,0.05,0.00,0.80,0.20
0.95,0.00,0.05,0.00,0.85,0.15
0.95,0.00,0.05,0.00,0.90,0.10
0.95,0.00,0.05,0.00,0.95,0.05
